Date,Shift,GarmentType,TargetUnits,EmployeeIDs,DefectsCount,MachineID,Make,Model,Assigned (Yes/No)
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M019,Singer,S1000,Yes
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M020,Brother,S1000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M021,Juki,B2000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M022,Juki,S1000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M023,Singer,J3000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M024,Singer,J3000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M025,Singer,J3000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M026,Singer,S1000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M027,Juki,B2000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M028,Juki,S1000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M029,Juki,J3000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M030,Brother,J3000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M031,Singer,S1000,Yes
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M032,Juki,B2000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M033,Juki,J3000,Yes
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M034,Juki,J3000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M035,Brother,S1000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M036,Singer,J3000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M037,Brother,B2000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M038,Juki,S1000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M039,Singer,B2000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M040,Brother,S1000,Yes
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M041,Singer,S1000,Yes
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M042,Brother,S1000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M043,Brother,J3000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M044,Juki,S1000,Yes
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M045,Brother,B2000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M046,Singer,B2000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M047,Brother,J3000,Yes
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M048,Singer,B2000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M049,Juki,B2000,No
2023-10-24,Day,Dress,458,"E033, E028, E030, E014, E003, E047, E037, E045, E007, E005",25,M050,Singer,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M001,Juki,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M002,Juki,J3000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M003,Juki,S1000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M004,Brother,J3000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M005,Singer,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M006,Brother,B2000,Yes
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M007,Brother,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M008,Brother,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M009,Brother,S1000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M010,Singer,J3000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M011,Juki,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M012,Brother,J3000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M013,Juki,J3000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M014,Singer,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M015,Juki,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M016,Singer,J3000,Yes
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M017,Singer,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M018,Juki,J3000,Yes
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M019,Singer,J3000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M020,Brother,S1000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M021,Juki,S1000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M022,Singer,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M023,Singer,S1000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M024,Juki,B2000,Yes
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M025,Juki,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M026,Singer,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M027,Brother,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M028,Brother,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M029,Singer,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M030,Brother,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M031,Juki,J3000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M032,Juki,J3000,Yes
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M033,Singer,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M034,Brother,J3000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M035,Brother,J3000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M036,Brother,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M037,Juki,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M038,Singer,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M039,Juki,S1000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M040,Brother,S1000,Yes
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M041,Singer,J3000,Yes
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M042,Brother,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M043,Juki,J3000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M044,Singer,S1000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M045,Juki,J3000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M046,Juki,S1000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M047,Juki,S1000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M048,Juki,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M049,Singer,B2000,No
2023-10-24,Night,Jacket,336,"E027, E025, E038, E038, E011, E016, E004, E003, E041, E041",25,M050,Brother,B2000,Yes
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M001,Singer,B2000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M002,Singer,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M003,Juki,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M004,Juki,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M005,Juki,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M006,Juki,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M007,Juki,B2000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M008,Brother,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M009,Singer,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M010,Brother,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M011,Juki,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M012,Juki,S1000,Yes
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M013,Juki,B2000,Yes
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M014,Juki,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M015,Brother,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M016,Brother,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M017,Brother,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M018,Singer,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M019,Brother,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M020,Juki,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M021,Juki,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M022,Singer,S1000,Yes
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M023,Juki,B2000,Yes
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M024,Brother,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M025,Brother,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M026,Brother,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M027,Singer,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M028,Singer,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M029,Singer,B2000,Yes
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M030,Singer,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M031,Brother,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M032,Singer,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M033,Brother,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M034,Brother,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M035,Juki,B2000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M036,Juki,B2000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M037,Singer,B2000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M038,Singer,B2000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M039,Juki,J3000,Yes
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M040,Singer,B2000,Yes
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M041,Brother,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M042,Juki,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M043,Brother,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M044,Singer,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M045,Brother,J3000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M046,Juki,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M047,Singer,B2000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M048,Singer,B2000,Yes
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M049,Singer,S1000,No
2023-10-25,Day,Jeans,373,"E038, E017, E026, E028, E032, E008, E001, E042, E040, E001",24,M050,Singer,J3000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M001,Brother,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M002,Brother,J3000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M003,Brother,S1000,Yes
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M004,Singer,B2000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M005,Singer,J3000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M006,Singer,B2000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M007,Singer,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M008,Brother,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M009,Brother,B2000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M010,Brother,B2000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M011,Brother,J3000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M012,Juki,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M013,Singer,J3000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M014,Brother,B2000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M015,Singer,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M016,Juki,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M017,Singer,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M018,Brother,B2000,Yes
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M019,Singer,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M020,Juki,B2000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M021,Singer,J3000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M022,Juki,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M023,Juki,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M024,Singer,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M025,Singer,B2000,Yes
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M026,Brother,B2000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M027,Juki,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M028,Singer,B2000,Yes
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M029,Juki,B2000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M030,Juki,J3000,Yes
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M031,Singer,J3000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M032,Singer,S1000,Yes
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M033,Singer,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M034,Singer,B2000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M035,Juki,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M036,Brother,B2000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M037,Brother,B2000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M038,Singer,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M039,Brother,B2000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M040,Brother,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M041,Juki,B2000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M042,Juki,J3000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M043,Brother,S1000,Yes
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M044,Singer,B2000,Yes
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M045,Juki,J3000,Yes
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M046,Brother,J3000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M047,Brother,B2000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M048,Juki,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M049,Brother,S1000,No
2023-10-25,Night,T-Shirt,652,"E050, E019, E046, E027, E048, E019, E047, E024, E034, E004",16,M050,Singer,J3000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M001,Singer,J3000,Yes
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M002,Juki,S1000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M003,Juki,S1000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M004,Singer,B2000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M005,Juki,J3000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M006,Singer,B2000,Yes
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M007,Juki,S1000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M008,Singer,B2000,Yes
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M009,Brother,S1000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M010,Singer,B2000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M011,Juki,J3000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M012,Juki,S1000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M013,Singer,S1000,Yes
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M014,Brother,B2000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M015,Singer,J3000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M016,Brother,S1000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M017,Juki,B2000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M018,Singer,S1000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M019,Juki,S1000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M020,Brother,S1000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M021,Singer,J3000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M022,Juki,B2000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M023,Brother,J3000,Yes
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M024,Singer,J3000,Yes
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M025,Singer,J3000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M026,Singer,B2000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M027,Singer,B2000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M028,Juki,B2000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M029,Brother,B2000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M030,Singer,S1000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M031,Juki,S1000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M032,Singer,B2000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M033,Juki,B2000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M034,Juki,J3000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M035,Brother,B2000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M036,Brother,S1000,No
2023-10-26,Day,Jacket,628,"E026, E037, E025, E042, E024, E044, E021, E044, E003, E023",5,M037,Juki,S1000,No
